taxon,lfc_(Intercept),lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_SoilOriginSoilB,lfc_PlantConditionHealthy,se_(Intercept),se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_SoilOriginSoilB,se_PlantConditionHealthy,W_(Intercept),W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_SoilOriginSoilB,W_PlantConditionHealthy,p_(Intercept),p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_SoilOriginSoilB,p_PlantConditionHealthy,q_(Intercept),q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_SoilOriginSoilB,q_PlantConditionHealthy,diff_(Intercept),diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_SoilOriginSoilB,diff_PlantConditionHealthy,passed_ss_(Intercept),passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_SoilOriginSoilB,passed_ss_PlantConditionHealthy,
648,ASV2518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
649,ASV2523,-0.604775786,-0.027125367,0.282974353,0.298777246,0.637489974,0.294361779,0.344201027,0.36287451,0.140844386,0.130431986,-205.453.231.382.833,-0.078806758,0.779813255,212.132.875.167.553,488.752.791.111.728,0.176280629,0.944361526,0.517132731,0.167948691,0.039404395,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
650,ASV2528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
651,ASV2539,-0.272569526,0.51919572,0.164809487,-0.718366825,0.272225134,0.289983538,0.339810819,0.36023833,0.138870638,0.128454694,-0.939948276,152.789.638.027.836,0.457501253,-51.729.208.920.906,211.923.072.773.837,0.416586094,0.22399348,0.678410108,0.014018993,0.124273127,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
652,ASV2558,-0.010788951,-0.01891793,185.592.694.860.487,-0.963677157,-0.274261997,0.303773098,0.358390946,0.36659475,0.157294088,0.146962971,-0.035516479,-0.052785736,506.261.190.872.325,-612.659.488.858.308,-186.619.795.771.994,0.974893973,0.962700821,0.036872275,0.025622186,0.202995683,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
653,ASV2559,158.253.750.122.838,-189.578.499.764.945,-242.453.905.919.104,0.462651674,163.375.340.814.585,0.293654748,0.347716049,0.3599179,0.147896248,0.137509518,538.910.919.707.648,-545.210.668.515.355,-673.636.699.048.378,312.821.778.327.448,118.810.205.371.856,0.012518282,0.012120797,0.006679898,0.052137613,0.001282162,1,1,1,1,0.918028339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
654,ASV2567,-0.019616156,0.431641521,0.099175979,-0.56785209,NA,0.295131952,0.346567864,0.366244858,0.139449747,NA,-0.066465713,124.547.474.355.911,0.270791458,-407.209.120.746.351,NA,0.957748758,0.430680152,0.831646303,0.153303619,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
655,ASV2568,0.485221965,-0.751680654,-189.283.197.271.389,-0.057570167,NA,0.295131952,0.346567864,0.370356306,0.144529186,NA,16.440.848.298.012,-216.892.774.216.589,-511.084.040.781.137,-0.398329006,NA,0.347885409,0.275026776,0.123008605,0.758679703,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
656,ASV2576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
657,ASV2593,-0.324985375,0.313130507,0.718874225,-134.749.525.757.782,-0.10692564,0.291248221,0.341873775,0.361608326,0.138003708,0.127586829,-111.583.642.973.347,0.915924327,198.799.135.071.641,-976.419.602.035.371,-0.838061746,0.380577324,0.456395282,0.185147447,0.010326639,0.490193438,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
658,ASV2624,0.578223371,-0.841820668,-0.374124383,-0.264696373,NA,0.295231216,0.346755303,0.366236142,0.13967184,NA,195.854.414.762.973,-242.770.813.133.616,-102.153.867.409.178,-189.513.056.551.654,NA,0.300534434,0.248747866,0.493217331,0.309102027,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
659,ASV2631,-0.387360781,-0.41484257,0.987002113,-0.534082174,0.153122808,0.287496917,0.337814586,0.358670203,0.139505406,0.129090395,-134.735.629.297.004,-122.801.852.467.365,275.183.749.731.216,-382.839.767.707.578,118.616.732.455.887,0.249127795,0.286758668,0.051277529,0.018643658,0.301197927,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
660,ASV2658,-0.649978277,-0.07521209,0.425384393,0.034068518,0.380761276,0.295517659,0.344084368,0.362462804,0.143767928,0.133363963,-219.945.663.725.655,-0.218586186,117.359.460.966.221,0.236968831,285.505.369.777.686,0.115230456,0.840998172,0.325251206,0.827940759,0.064839462,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
661,ASV2670,-0.300350999,-0.284508562,-0.600086525,0.492077071,-0.0110406,0.289677371,0.33965877,0.356673398,0.143171774,0.132765809,-103.684.660.602.168,-0.83763055,-168.245.383.092.832,343.696.984.489.709,-0.083158457,0.347325531,0.440427495,0.153305692,0.018495773,0.936952162,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
662,ASV2693,-0.1310138,-0.006166562,0.409884092,NA,0.051264672,0.291278311,0.3419306,0.361981963,NA,0.128126133,-0.449789066,-0.018034541,113.233.291.713.591,NA,0.400110975,0.68337486,0.986743673,0.33981661,1,0.71586163,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
663,ASV2695,-0.110066136,-131.771.398.153.231,-0.350615197,NA,0.478727733,0.296861474,0.346567864,0.369463731,NA,0.133035668,-0.370765983,-380.218.167.730.928,-0.948984075,NA,359.849.159.873.069,0.773965923,0.163727459,0.516660132,1,0.172558937,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
664,ASV2696,0.237876349,-0.50786993,-0.292024466,NA,0.188942774,0.295209589,0.346567864,0.36638128,NA,0.12920628,0.805788017,-146.542.707.336.326,-0.797050728,NA,146.233.429.503.023,0.568206102,0.38121588,0.57159308,1,0.381842338,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
665,ASV2699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
666,ASV2719,-0.136229269,0.387830025,-0.429768318,-127.316.868.855.171,0.048065799,0.29153326,0.346347086,0.361588583,0.143438533,0.133033446,-0.467285512,111.977.274.002.986,-118.855.610.507.037,-887.605.763.636.831,0.361306125,0.686262292,0.37923333,0.356612204,0.012456206,0.752468621,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
667,ASV2737,0.01286566,-0.263286598,0.122969408,NA,-0.089933394,0.293197061,0.344229282,0.364366816,NA,0.128855276,0.043880591,-0.764858228,0.337487945,NA,-0.697941106,0.968986662,0.524281558,0.767878034,1,0.557441944,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
668,ASV2739,-0.869863512,0.729661624,130.838.245.748.879,0.383215944,NA,0.295131952,0.346567864,0.366376274,0.139614816,NA,-294.737.153.049.935,210.539.320.075.877,357.114.406.560.263,274.480.857.481.009,NA,0.208236912,0.282292739,0.173815907,0.222421143,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
669,ASV2751,-0.237270752,-0.335559227,0.275734343,-0.267000929,0.552734047,0.290535978,0.34281996,0.363189314,0.144520652,0.134119402,-0.816665647,-0.978820563,0.759202797,-18.474.932.486.109,412.120.869.535.382,0.473938198,0.399852909,0.502935814,0.161827319,0.025895984,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
670,ASV2753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
671,ASV2758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
672,ASV2759,0.105309744,0.147891151,-0.557363274,0.040898302,-0.416319361,0.293197061,0.346746432,0.363920835,0.141809334,0.131399324,0.359177351,0.426510953,-153.155.087.655.118,0.288403457,-316.835.237.080.057,0.780476235,0.743346903,0.368242694,0.821247288,0.194631271,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
673,ASV2771,0.171058537,-0.535078465,0.20882264,NA,-0.003415467,0.294015219,0.345557478,0.364135157,NA,0.130206241,0.581801641,-154.844.996.611.777,0.573475634,NA,-0.026231209,0.619541851,0.261612203,0.624212832,1,0.981454924,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
674,ASV2797,-177.469.826.971.486,0.520047079,136.838.989.176.862,163.561.349.294.327,0.274033152,0.293197061,0.344229282,0.36392967,0.138722493,0.128306361,-605.291.970.510.736,151.075.782.062.486,376.003.937.768.311,117.905.427.717.479,213.577.213.992.431,0.104234128,0.372237228,0.165481377,0.053865192,0.278774292,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
675,ASV2826,-0.842778636,105.384.451.878.931,0.591281871,-168.172.006.030.245,0.589255714,0.291761836,0.342843247,0.361588583,0.139179533,0.128764017,-288.858.422.314.129,307.383.775.931.737,16.352.337.933.358,-120.830.988.903.204,457.624.519.563.356,0.101863217,0.091537399,0.243627057,0.00677968,0.044581914,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
676,ASV2834,-0.244942341,-0.043375906,0.51201334,-0.061998977,NA,0.29558737,0.3474275,0.366236142,0.140504518,NA,-0.828663081,-0.1248488,13.980.415.390.438,-0.44125967,NA,0.559474572,0.920927929,0.395284692,0.735445181,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
677,ASV2854,0.675243848,-151.455.819.096.555,-117.111.975.521.132,-0.14138898,-0.053260449,0.30894736,0.352951345,0.380124988,0.163348103,0.153060607,218.562.751.023.564,-429.112.458.288.939,-30.808.807.441.013,-0.865568551,-0.347969673,0.094150639,0.0127348,0.036899967,0.435553963,0.745403382,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
678,ASV2896,125.597.473.841.981,-119.044.404.835.722,-0.667542007,NA,-0.484674997,0.293430909,0.344670801,0.363920835,NA,0.128844193,428.030.823.651.361,-345.385.813.287.272,-183.430.554.596.574,NA,-376.171.394.266.031,0.050484422,0.07457249,0.20804611,1,0.063963269,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
679,ASV2903,-0.209384659,0.630256836,158.191.687.920.267,-152.710.366.101.579,-0.407110594,0.293236601,0.34430395,0.363920835,0.138804251,0.128388221,-0.71404681,183.052.455.738.432,434.687.087.203.488,-110.018.507.865.221,-317.093.413.668.317,0.605237634,0.318304496,0.143950165,0.057706221,0.194482483,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
680,ASV2929,-0.514729655,-0.020733824,0.505163748,0.596867374,-0.553568497,0.293199114,0.344233158,0.363920835,0.138716215,0.128300075,-175.556.347.419.553,-0.060231919,138.811.438.821.669,430.279.455.059.124,-431.463.891.653.515,0.329628934,0.961701439,0.397433813,0.145374254,0.144988854,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
681,ASV2934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
682,ASV2936,0.834919978,-149.551.858.452.043,-0.888190258,0.424296227,NA,0.295131952,0.346567864,0.367399665,0.140893891,NA,28.289.718.319.264,-431.522.579.241.878,-2.417.504.265.514,301.145.935.737.565,NA,0.216308372,0.14496981,0.249693562,0.204105739,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
683,ASV2939,-158.595.350.776.642,0.875943016,0.669946875,163.148.385.481.435,NA,0.295132258,0.346570178,0.366238433,0.139441673,NA,-537.370.437.794.948,25.274.621.744.181,182.926.425.451.946,117.001.167.829.366,NA,0.117129642,0.239849073,0.318489004,0.054279489,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
684,ASV2940,-0.238779869,-0.61468848,0.439747525,0.409251207,-0.312502213,0.293197061,0.344795824,0.363920835,0.13941444,0.128999282,-0.814400622,-178.276.080.022.197,120.836.039.622.803,293.550.085.440.823,-242.251.126.086.479,0.564895637,0.325436403,0.440111755,0.209019868,0.249228662,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
685,ASV2955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
686,ASV2974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
687,ASV2983,0.019804042,-0.342415512,-0.186929405,0.433126109,0.371349722,0.293420624,0.344651387,0.363920835,0.13923553,0.128820096,0.067493694,-0.993512649,-0.513654035,311.074.414.726.303,288.270.023.976.364,0.957097247,0.502071701,0.697916867,0.198009533,0.212572285,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
688,ASV2991,-0.564442545,-0.321559696,0.52277902,NA,0.204550237,0.293375939,0.344229282,0.364352048,NA,0.128836764,-192.395.650.123.802,-0.934143936,14.348.183.924.309,NA,158.766.977.772.842,0.194256988,0.448844254,0.287797892,1,0.253280387,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
689,ASV2992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
690,ASV3065,0.803998436,-147.402.761.027.885,0.147922754,0.206968011,-0.789257088,0.294154126,0.346034912,0.363920835,0.14094025,0.130528069,273.325.568.474.557,-425.976.559.286.446,0.406469594,146.848.051.051.337,-604.664.645.919.322,0.223286182,0.14679146,0.754219478,0.380599158,0.104340343,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
691,ASV3091,-0.022309527,-0.028567769,0.199019164,-0.626180683,0.055525649,0.293235147,0.344311478,0.363961529,0.13881361,0.128397592,-0.076080673,-0.082970714,0.546813739,-451.094.589.478.388,0.432450861,0.951658667,0.947299913,0.681439506,0.138881809,0.740154327,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
692,ASV3111,-0.851036676,0.475598174,0.60049523,NA,0.54716847,0.291361195,0.342371096,0.361588583,NA,0.128179795,-292.089.918.411.071,138.913.062.356.539,166.071.402.105.698,NA,426.875.757.390.367,0.06145137,0.258948358,0.19535513,1,0.02359349,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
693,ASV3116,310.201.299.959.098,-326.752.160.433.242,-24.405.923.908.068,-199.185.512.060.871,-0.130182204,0.292284361,0.343828467,0.36191849,0.140793927,0.130381413,106.129.968.314.419,-950.334.809.535.015,-674.348.634.121.609,-141.473.085.464.209,-0.998472111,0.008761669,0.010891954,0.021290535,0.004959208,0.423238265,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
694,ASV3138,0.378467015,-0.199270861,-0.828406043,NA,0.185952521,0.295131952,0.346567864,0.366258383,NA,0.12905167,128.236.544.063.623,-0.574983667,-226.180.773.372.929,NA,144.091.526.752.178,0.421638035,0.667797794,0.265015365,1,0.386230855,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
695,ASV3148,-0.648899529,0.379767682,0.38970942,0.223154269,-0.078123457,0.293206309,0.344246746,0.363920835,0.138733117,0.128316998,-221.311.584.707.599,110.318.452.247.877,107.086.317.220.247,160.851.477.333.979,-0.608831706,0.270176768,0.468791764,0.478223911,0.354098516,0.651840218,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
696,ASV3232,-0.519899332,0.349430743,0.096927338,0.332232062,NA,0.293352147,0.34456393,0.365411907,0.140777243,NA,-177.227.041.431.551,101.412.455.894.555,0.265255006,235.998.415.818.346,NA,0.218356685,0.417251459,0.815651065,0.142222269,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
697,ASV3241,0.178642184,-0.109682864,-0.834302065,0.368572825,0.347899998,0.294068472,0.345873461,0.365548669,0.142735755,0.132328414,0.607484995,-0.317118473,-228.232.827.777.395,258.220.390.637.188,262.906.496.676.028,0.652466081,0.804502411,0.262895382,0.235218844,0.23138868,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
698,ASV3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
699,ASV3265,-0.33222337,-0.09943461,0.19846616,100.455.641.176.833,-0.722114853,0.290578916,0.340736463,0.359950654,0.138769102,0.128353028,-114.331.546.965.784,-0.291822627,0.551370467,723.904.959.478.673,-562.600.560.672.113,0.335877097,0.789438382,0.619788944,0.005437106,0.011105939,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
700,ASV3297,-0.604612336,0.51285686,0.694760808,NA,0.35520142,0.294705798,0.346305963,0.364515839,NA,0.130860531,-205.157.937.017.567,148.093.568.694.773,190.598.249.374.765,NA,27.143.510.519.396,0.176661799,0.276789143,0.196921634,1,0.113151389,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
701,ASV3323,0.186844093,-0.638962367,-0.495179434,NA,0.095555233,0.295225901,0.346669248,0.366436854,NA,0.129276144,0.632885167,-184.314.694.848.635,-135.133.633.134.276,NA,0.739155966,0.640787635,0.316467327,0.405574951,1,0.594775773,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
702,ASV3338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
703,ASV3364,0.211653275,-0.394409375,0.148205054,-0.021128659,-0.540700585,0.291248221,0.341873775,0.362171667,0.138709406,0.128293257,0.726710962,-115.366.958.251.635,0.40921217,-0.152323188,-42.145.674.403.985,0.542949878,0.367883456,0.722045611,0.892910631,0.05195009,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
704,ASV3398,-119.177.986.732.843,144.451.055.894.511,169.684.096.980.493,NA,-0.103220003,0.29519775,0.346692114,0.366236142,NA,0.129178451,-403.722.543.923.888,416.655.153.427.182,463.318.819.604.777,NA,-0.799049705,0.154576341,0.149956584,0.135328346,1,0.570815634,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
705,ASV3437,-0.189565718,0.451575378,0.171509242,NA,-0.543784415,0.292826745,0.343295057,0.363201784,NA,0.129990599,-0.647364769,131.541.473.943.426,0.472214758,NA,-418.325.956.087.002,0.563518055,0.27987053,0.668998843,1,0.024893839,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
706,ASV3452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
707,ASV3473,0.921068909,-105.504.912.637.334,-113.165.443.189.237,NA,-0.896867793,0.296501987,0.347658167,0.36677629,NA,0.130376637,310.645.104.897.925,-303.473.131.831.449,-308.540.781.291.125,NA,-687.905.297.415.674,0.198265838,0.202644509,0.199531491,1,0.091900937,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
708,ASV3501,-0.170759523,-0.638592698,0.042797157,0.298234522,-0.076581178,0.293539668,0.344229282,0.364561204,0.139513741,0.129098743,-0.581725545,-185.513.764.385.658,0.117393614,213.767.131.845.549,-0.593198478,0.664581584,0.314740015,0.925605407,0.278557055,0.659151628,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
709,ASV3527,141.773.087.852.867,-160.885.291.845.135,-135.143.554.682.469,-0.90245133,-0.228494007,0.293197061,0.344229282,0.36401796,0.138833374,0.128417382,483.541.981.058.231,-467.378.286.730.417,-371.255.184.225.712,-650.024.775.399.183,-17.793.074.726.286,0.129827377,0.134187587,0.167502282,0.097175934,0.325963348,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
710,ASV3535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
711,ASV3554,-0.688891689,100.321.628.122.133,24.992.583.537.211,-170.391.646.315.227,0.1864059,0.295131952,0.346567864,0.366236142,0.139438793,0.129023674,-233.418.199.720.951,289.471.813.784.847,682.417.180.477.767,-122.198.165.144.786,144.474.184.140.302,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
712,ASV3561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
713,ASV3597,-0.257852073,0.231099848,0.976506489,0.034610741,-0.55688796,0.295609786,0.348774375,0.363920835,0.14425949,0.133857275,-0.872271774,0.662605584,268.329.371.176.923,0.239920029,-416.031.148.224.634,0.543363639,0.627459141,0.227102586,0.850095547,0.150173258,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
714,ASV3598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
715,ASV3702,0.576834151,-0.891461907,-118.676.904.275.505,NA,0.143636809,0.295131952,0.346573866,0.366236142,NA,0.129031154,195.449.576.717.537,-257.221.330.032.471,-324.044.764.251.523,NA,11.131.947.957.218,0.301068257,0.236051118,0.190557681,1,0.465931564,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
716,ASV3733,-0.500249475,-0.92056127,-0.220113469,0.451440275,NA,0.296208034,0.347729327,0.368531743,0.142296052,NA,-168.884.506.133.709,-264.735.010.136.815,-0.597271398,317.254.252.015.602,NA,0.340340559,0.229926296,0.657237065,0.194389903,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
717,ASV3737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
718,ASV3757,0.139083991,-231.712.953.263.827,-0.191529485,NA,0.255427539,0.295131952,0.346567864,0.386578984,NA,0.152930254,0.471260364,-668.593.304.497.272,-0.495447225,NA,167.022.241.349.967,0.719637293,0.094517147,0.707155694,1,0.343443474,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
719,ASV3763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
720,ASV3952,-0.706649841,0.504037517,0.733490311,0.010866851,0.134457527,0.295131952,0.346567864,0.366236142,0.139438793,0.129023674,-239.435.221.055.354,145.436.888.470.823,200.277.970.236.308,0.077932769,104.211.516.620.694,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
721,ASV3958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
