taxon,lfc_(Intercept),lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_SoilOriginSoilB,lfc_PlantConditionHealthy,se_(Intercept),se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_SoilOriginSoilB,se_PlantConditionHealthy,W_(Intercept),W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_SoilOriginSoilB,W_PlantConditionHealthy,p_(Intercept),p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_SoilOriginSoilB,p_PlantConditionHealthy,q_(Intercept),q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_SoilOriginSoilB,q_PlantConditionHealthy,diff_(Intercept),diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_SoilOriginSoilB,diff_PlantConditionHealthy,passed_ss_(Intercept),passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_SoilOriginSoilB,passed_ss_PlantConditionHealthy,
576,ASV1911,-0.251939691,0.482077399,0.048520461,-0.08938346,-0.214457954,0.292450492,0.346731797,0.36313183,0.150125008,0.139749694,-0.861478091,139.034.666.615.805,0.133616657,-0.595393541,-153.458.621.570.976,0.428345667,0.223136966,0.898917123,0.577503552,0.18547331,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
577,ASV1912,-0.42745734,-0.62827791,-0.513576013,0.449907658,0.270850108,0.290442402,0.343182549,0.359670336,0.144254783,0.133852551,-147.174.564.317.297,-183.073.968.025.624,-142.790.761.940.758,311.884.048.422.384,202.349.604.954.934,0.215062632,0.141106363,0.226502536,0.035566458,0.113046659,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
578,ASV1917,-147.764.827.898.504,181.595.900.651.747,189.029.197.686.889,137.123.405.477.716,-0.523514015,0.286099943,0.334765088,0.355980999,0.137613021,0.127195854,-516.479.752.279.229,542.457.702.204.857,531.009.234.035.054,99.644.208.338.476,-411.581.038.698.315,0.003570377,0.002884431,0.003165748,0.000173894,0.009211478,1,1,1,0.116940137,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
579,ASV1929,0.749664647,-124.411.924.667.873,0.634598975,-0.371179852,NA,0.295676652,0.348900018,0.363920835,0.144410031,NA,253.542.050.352.899,-356.583.314.369.119,174.378.302.406.694,-257.031.903.430.872,NA,0.12666969,0.070437844,0.223317345,0.123861554,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
580,ASV1942,-0.139018922,0.172074987,-0.919974069,0.410643179,0.372353923,0.289070174,0.340433487,0.364325651,0.149325171,0.13894561,-0.480917555,0.505458463,-25.251.421.822.153,274.999.302.319.913,267.985.381.935.828,0.655697555,0.639817514,0.064999822,0.051374799,0.055236976,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
581,ASV1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
582,ASV1961,204.607.475.822.366,-240.993.105.035.179,-0.82803621,NA,-174.329.825.666.855,0.293229365,0.344290286,0.363920835,NA,0.128371211,697.772.802.524.452,-699.970.678.637.186,-227.531.960.022.811,NA,-135.801.340.425.138,0.019926806,0.019805551,0.150685505,1,0.005378695,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
583,ASV1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
584,ASV1988,0.21011787,-0.569239693,-0.537400691,0.20625569,0.010485181,0.287342811,0.337357432,0.357085894,0.137072852,0.126655428,0.731244571,-16.873.489.041.831,-150.496.197.138.608,150.471.582.817.706,0.082785091,0.505160875,0.166810687,0.20678417,0.206844312,0.937999672,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
585,ASV1992,-0.295549762,-0.150785737,0.917521054,0.65501333,-0.146267813,0.2896756,0.340238139,0.362932974,0.142681695,0.132274189,-102.027.841.342.649,-0.443177056,252.807.300.677.254,45.907.313.302.403,-110.579.254.895.532,0.382701889,0.687648541,0.085568525,0.019417872,0.349527523,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
586,ASV1998,-0.823349305,123.280.909.568.096,133.958.999.761.015,NA,-0.54358558,0.29139784,0.342150046,0.361998207,NA,0.128417994,-282.551.616.235.218,360.312.415.564.187,370.054.318.830.383,NA,-423.293.934.049.831,0.066435005,0.036681177,0.034265081,1,0.024127313,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
587,ASV2001,0.813105287,-259.553.396.305.954,-112.063.059.241.799,0.26240346,NA,0.294462685,0.344229282,0.366284079,0.141650743,NA,276.131.859.353.566,-754.013.125.061.226,-305.945.755.557.254,18.524.679.418.164,NA,0.109940895,0.017138179,0.09228418,0.205149754,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
588,ASV2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
589,ASV2028,0.26756274,-0.827943439,-0.663416057,0.293537508,0.040704759,0.293472142,0.347374208,0.359387861,0.146891303,0.136499876,0.91171427,-238.343.382.757.581,-18.459.612.286.961,199.833.143.970.851,0.298203636,0.429141576,0.097315791,0.162073972,0.139551471,0.785008439,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
590,ASV2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
591,ASV2038,-0.248444195,-0.619894442,-0.246315507,0.585521059,-0.744207844,0.295131952,0.346567864,0.366236142,0.139438793,0.129023674,-0.841807176,-178.866.683.050.917,-0.672559255,419.912.599.223.371,-576.799.453.879.683,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
592,ASV2067,0.087388319,-0.826132813,-0.29943546,NA,0.214007285,0.293735368,0.344286784,0.364969342,NA,0.129608692,0.29750697,-239.954.843.380.747,-0.820440036,NA,1.651.180.036.756,0.79413675,0.138491997,0.498192132,1,0.240497166,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
593,ASV2071,-0.904243157,0.296608158,-0.720142178,116.270.928.669.199,0.433883107,0.291282057,0.345516759,0.361588583,0.142440059,0.132031827,-310.435.584.752.632,0.858447963,-199.160.651.214.415,816.279.703.036.954,328.620.087.766.747,0.089980895,0.481102117,0.184650437,0.014678348,0.081447219,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
594,ASV2083,-279.977.761.760.039,148.992.023.315.169,0.178625702,169.864.254.504.057,NA,0.295131952,0.346570792,0.366236142,0.139442436,NA,-948.652.831.644.111,42.990.357.758.398,0.487733682,12.181.675.749.825,NA,0.066860852,0.145496981,0.711110549,0.052143524,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
595,ASV2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
596,ASV2093,-103.691.925.425.706,119.430.554.311.493,0.461681861,0.513533736,-0.478276571,0.291578387,0.345044934,0.362384497,0.143975791,0.133572556,-35.562.281.002.107,346.130.438.974.673,127.401.106.903.136,356.680.613.542.106,-358.064.999.900.277,0.037921913,0.040601683,0.292397905,0.037637426,0.037269208,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
597,ASV2094,-0.065294818,-0.001199261,-0.056180063,NA,-0.001371821,0.295131952,0.346567864,0.366322714,NA,0.129132621,-0.221239406,-0.003460392,-0.153362215,NA,-0.010623352,0.861387386,0.997797055,0.903121403,1,0.993237218,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
598,ASV2126,0.255386204,-0.35132294,-0.22069567,-0.500932609,-0.264649057,0.289486458,0.340178422,0.359375426,0.138205602,0.127788904,0.882204322,-10.327.608.023.089,-0.614108963,-362.454.635.093.973,-20.709.862.059.795,0.442630009,0.377676392,0.582574831,0.036131657,0.130119288,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
599,ASV2136,-0.31601628,0.221096695,0.91285476,-0.442174283,-10.941.617.063.938,0.293198142,0.344231322,0.363920835,0.138713932,0.128297789,-107.782.497.332.299,0.642291042,250.838.828.516.725,-318.767.031.727.515,-852.829.744.911.152,0.476166535,0.636530335,0.241503436,0.193523294,0.074308613,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
600,ASV2151,0.503807246,-0.848852024,-0.450658095,-0.182597617,-0.145570879,0.291274221,0.341922875,0.361626826,0.138087964,0.127671158,172.966.644.703.837,-248.258.331.280.553,-124.619.652.655.481,-132.232.825.712.905,-114.020.175.660.636,0.225830387,0.131093424,0.33886739,0.317020753,0.372345301,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
601,ASV2164,-0.183461938,0.294114905,0.26054572,-0.427867007,-0.006295871,0.295595485,0.344024758,0.374119572,0.162720801,0.152428589,-0.620652032,0.854923658,0.696423656,-262.945.490.193.356,-0.041303741,0.557652737,0.425408218,0.512226065,0.039088125,0.968393893,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
602,ASV2166,0.252286075,-0.621215876,-0.486818976,-0.120061333,0.15147003,0.293256097,0.344340765,0.363920835,0.138850013,0.128434041,0.860292685,-180.407.299.396.445,-133.770.569.990.063,-0.864683631,117.936.045.659.869,0.547720338,0.322218446,0.408665556,0.546117386,0.447724271,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
603,ASV2169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
604,ASV2171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
605,ASV2196,-190.215.558.773.487,183.214.775.769.304,197.366.145.073.954,NA,0.253620184,0.291248221,0.341873775,0.3619979,NA,0.128075701,-653.104.619.823.822,535.913.513.763.828,545.213.507.737.354,NA,19.802.365.533.738,0.007295098,0.012713391,0.012120622,1,0.142024794,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
606,ASV2198,-0.170560007,0.334017902,0.397576909,-0.008661876,-0.479139516,0.287809675,0.339731775,0.358550354,0.146313491,0.135919502,-0.592613877,0.983181223,110.884.539.453.422,-0.059200805,-352.517.120.791.129,0.579223491,0.370669213,0.317962044,0.955085435,0.0168261,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
607,ASV2199,-106.333.584.011.654,126.848.786.075.272,-0.072951752,155.278.974.334.265,0.319865912,0.291352079,0.342175051,0.361782776,0.138595947,0.128179663,-364.965.935.469.982,370.713.135.506.564,-0.201645176,112.037.168.138.079,249.544.977.011.113,0.067556001,0.065677796,0.858842997,0.007872696,0.129996561,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
608,ASV2201,0.264364936,-0.832795957,-101.942.321.543.189,-0.768275843,0.547150638,0.293197061,0.344229282,0.377714109,0.155154902,0.144809586,0.901662981,-241.930.597.392.761,-269.892.808.008.514,-495.166.979.090.578,377.841.447.422.763,0.53289099,0.249526084,0.225894977,0.1268604,0.164712129,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
609,ASV2202,-0.067419321,-0.741328222,0.034994843,0.755789974,-0.913105553,0.293355789,0.344528993,0.364217574,0.139454794,0.129039701,-0.229821002,-215.171.505.958.821,0.096082247,541.960.552.360.078,-707.615.987.778.488,0.856188627,0.276960439,0.939019336,0.116159579,0.089375004,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
610,ASV2213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
611,ASV2227,-0.085601587,-0.682251005,-0.716083262,0.382787925,0.156369801,0.293197061,0.348951972,0.363920835,0.144472239,0.134070809,-0.291959225,-195.514.300.000.526,-196.768.965.177.181,264.956.041.166.402,116.632.250.175.576,0.819159426,0.300982794,0.299334922,0.229750719,0.451218308,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
612,ASV2229,0.912294338,-0.67059481,0.094634667,-0.647992275,-0.646304993,0.295131952,0.346567864,0.366236142,0.139438793,0.129023674,309.114.052.992.926,-193.495.958.547.754,0.258397946,-464.714.490.298.288,-500.919.695.934.297,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
613,ASV2230,-118.513.435.973.489,0.322818567,0.083054276,0.721534565,0.614713278,0.293199174,0.34424524,0.363936636,0.138731244,0.128315122,-404.207.946.455.888,0.937757535,0.228210814,52.009.521.771.807,479.065.340.601.601,0.154397912,0.520441755,0.85716262,0.120928686,0.131006742,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
614,ASV2231,0.504915518,-127.495.454.557.232,-0.594498837,NA,0.225262941,0.289623366,0.339500956,0.359949318,NA,0.127713559,174.335.215.329.351,-375.537.836.599.703,-165.161.817.960.802,NA,176.381.383.289.245,0.156224819,0.019854246,0.173956676,1,0.152536409,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
615,ASV2234,0.0090212,-0.909204533,-0.435006912,NA,-0.343778661,0.291788582,0.343025133,0.363396641,NA,0.129818361,0.030916904,-26.505.478.605.356,-119.705.815.090.491,NA,-264.815.130.212.193,0.977277649,0.076957757,0.31725098,1,0.077115709,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
616,ASV2236,-103.377.326.624.883,12.754.315.747.825,-0.044448348,147.647.433.405.693,NA,0.293197061,0.346804527,0.363920835,0.141880073,NA,-352.586.503.332.544,367.766.702.881.564,-0.12213741,104.064.954.810.131,NA,0.071874782,0.066631117,0.913956104,0.00910806,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
617,ASV2258,-0.10048696,-102.170.359.492.064,-208.901.003.850.796,0.307013126,145.031.510.079,0.296327451,0.3580342,0.362689591,0.164232376,0.153951594,-0.339107834,-285.364.804.498.532,-575.977.389.356.037,186.938.247.191.838,942.059.167.831.291,0.751583729,0.046225052,0.004507472,0.134927455,0.000707781,1,1,1,1,0.51243361,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
618,ASV2262,-101.088.435.789.657,11.001.268.408.519,100.945.159.059.134,0.228148634,NA,0.291256101,0.343579492,0.361603319,0.140102781,NA,-347.077.487.489.716,320.195.723.789.674,279.159.935.181.528,162.843.758.048.899,NA,0.040323708,0.049258044,0.068327944,0.201917295,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
619,ASV2276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
620,ASV2287,-0.788185947,0.587492376,0.973692864,NA,0.268495125,0.299021045,0.345343838,0.37474436,NA,0.142619437,-263.588.787.149.667,170.118.100.223.534,259.828.557.133.572,NA,188.259.840.986.722,0.118816711,0.231015128,0.121673758,1,0.20046192,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
621,ASV2294,-0.666411855,0.839080399,0.388688145,-0.273083571,0.089812797,0.289474064,0.340739084,0.359592295,0.139208811,0.128793338,-230.214.701.890.705,246.253.053.452.596,108.091.344.010.779,-196.168.308.901.952,0.697340389,0.104781917,0.090663484,0.358879068,0.144614544,0.535773178,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
622,ASV2295,109.439.541.093.006,-120.306.103.996.636,-0.591875166,-0.380554781,-0.812273553,0.295131952,0.346567864,0.366236142,0.139438793,0.129023674,370.815.631.566.815,-347.135.775.058.375,-161.610.255.904.755,-27.291.887.247.507,-629.553.888.195.076,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
623,ASV2301,-0.593100277,0.40369201,0.986814795,0.309507226,-0.387761696,0.284823915,0.337397381,0.35528918,0.142700527,0.132293078,-208.234.016.575.254,119.648.827.591.716,277.749.745.677.585,216.892.840.315.744,-293.108.076.656.354,0.08246739,0.276635781,0.032102917,0.073170019,0.02625016,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
624,ASV2303,0.306751848,-0.601825736,-0.975212741,0.064556016,0.102019935,0.294819197,0.348592851,0.367005132,0.152313826,0.141950913,104.047.447.356.698,-17.264.431.385.723,-265.721.826.708.856,0.423835563,0.718698685,0.407383486,0.22640939,0.117237769,0.712918405,0.546950157,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
625,ASV2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
626,ASV2316,138.555.680.193.066,-32.071.110.630.509,0.872503919,-131.850.285.209.707,-153.606.193.431.914,0.300289335,0.3502053,0.369837049,0.145965649,0.135570168,461.407.262.395.338,-915.780.275.899.061,235.915.769.099.214,-903.296.672.581.392,-113.303.830.464.089,0.135872158,0.069242308,0.255234682,0.070191555,0.056041748,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
627,ASV2324,-0.087395537,-0.063255155,0.514204709,-101.286.613.227.068,0.44298159,0.294393323,0.346485629,0.363920835,0.141491363,0.131080521,-0.296866574,-0.182562132,141.295.759.655.591,-715.850.148.236.104,337.946.162.159.845,0.816284509,0.885043308,0.392093234,0.088360183,0.183152837,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
628,ASV2338,0.487226148,-0.879142124,-0.795586795,-0.031979108,NA,0.295632102,0.346567864,0.367170724,0.14060872,NA,164.808.268.631.501,-253.670.987.845.868,-216.680.345.870.116,-0.227433322,NA,0.347199319,0.239054724,0.275264048,0.857633164,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
629,ASV2343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
630,ASV2344,-10.031.218.810.109,0.671841013,0.83261907,0.459185356,-0.530484002,0.291401563,0.342415205,0.361588583,0.138650688,0.128234468,-344.240.391.897.247,196.206.536.066.235,230.266.968.602.465,331.181.448.258.294,-413.682.848.587.159,0.07501504,0.188765045,0.147877222,0.08033942,0.053764778,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
631,ASV2363,-0.368253486,0.23130066,0.340339103,-0.206965598,-0.365850965,0.291499996,0.342330573,0.361797866,0.138545891,0.12812955,-12.633.052.867.099,0.675664631,0.94068853,-1.493.841.469.152,-285.532.077.262.304,0.333803909,0.568907175,0.446164424,0.273803519,0.10389113,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
632,ASV2373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
633,ASV2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
634,ASV2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
635,ASV2379,0.263789504,177.453.494.736.979,102.541.069.052.093,-128.264.786.367.592,-0.481551687,0.298014885,0.346156122,0.367724918,0.1434149,0.133009734,0.885155465,512.640.058.180.252,278.852.653.512.278,-894.361.647.144.049,-362.042.439.150.635,0.538735296,0.12264442,0.219205107,0.070887043,0.171563587,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
636,ASV2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
637,ASV2387,0.013689869,-0.670615722,-0.193482384,-0.859539486,113.938.357.117.313,0.29320624,0.344246615,0.363920835,0.138732954,0.128316835,0.046690236,-194.806.773.009.373,-0.531660639,-619.564.032.294.243,887.945.507.441.512,0.970297644,0.301919473,0.688913106,0.101874276,0.071394992,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
638,ASV2401,176.944.938.176.843,-24.532.990.724.039,-0.874717547,-197.209.477.126.855,-0.42411462,0.289896332,0.339500956,0.362178243,0.140884935,0.130472627,610.373.152.671.826,-722.619.194.058.446,-241.515.763.104.102,-139.979.108.964.969,-325.060.227.846.574,0.008835543,0.005464912,0.094578451,0.000789512,0.047467883,1,1,1,0.506866875,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
639,ASV2413,-0.181089448,-181.268.880.486.059,0.318477014,NA,-0.025534646,0.291499205,0.342084472,0.362387405,NA,0.128562936,-0.62123479,-529.895.085.454.525,0.878830251,NA,-0.198615919,0.578451926,0.013117305,0.444196187,1,0.855261356,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
640,ASV2415,-0.848049998,-0.454063367,-0.512220063,0.567228301,0.610837486,0.295114971,0.348357244,0.365970717,0.143758665,0.133354669,-287.362.581.043.402,-130.344.172.375.209,-139.962.035.031.841,394.569.815.858.543,45.805.481.933.568,0.213194547,0.416615629,0.394944754,0.158018079,0.136836347,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
641,ASV2419,-0.979384758,148.192.347.250.808,-0.610007179,NA,0.703872635,0.295542563,0.347342959,0.366236142,NA,0.129986695,-331.385.350.820.992,426.645.606.312.227,-166.561.163.511.004,NA,541.495.909.521.008,0.186576632,0.146569323,0.344219613,1,0.116257052,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
642,ASV2424,-0.397230168,-0.634360963,0.867994159,NA,-0.088514415,0.291601769,0.34430169,0.36402756,NA,0.130598149,-136.223.510.911.846,-184.245.672.109.234,238.441.880.744.061,NA,-0.677761638,0.266382378,0.162639832,0.09722936,1,0.546513922,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
643,ASV2439,0.033797688,-150.549.108.371.043,0.609678098,NA,-0.032323904,0.289605846,0.33976965,0.360757349,NA,0.129047594,0.11670237,-443.091.690.442.401,168.999.494.803.347,NA,-0.250480484,0.912720685,0.011413901,0.166293883,1,0.814555374,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
644,ASV2444,122.416.577.076.078,-102.444.834.681.501,-221.116.828.835.026,-138.917.218.600.789,0.376355487,0.290815452,0.340603271,0.364008726,0.143757723,0.133353723,420.942.478.521.921,-300.774.665.240.813,-60.744.925.363.037,-966.328.736.604.682,282.223.457.719.607,0.024486271,0.057314347,0.008955982,0.002352888,0.066615275,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
645,ASV2503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
646,ASV2504,0.084707399,0.082483356,0.593500829,-0.403024368,-0.836568238,0.324297007,0.355757093,0.389449563,0.175194995,0.165001981,0.261203148,0.231853019,152.394.786.173.657,-230.043.311.676.116,-507.004.965.923.136,0.806833215,0.82803056,0.202198457,0.082899531,0.007130172,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
647,ASV2512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
