"","Kingdom","Phylum","Class","Order","Family","Genus"
"4ccae03e70392ba1faa6dc7dc8f196b5","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ea60b0b67afafffc904a0a93f7298865","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"9f65c193d9b18bee6082e1936e6d6a6a","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"57f49fbb8396f06523f3dd9304d6d15a","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA
"21dc3fdeb2c85a2f8b69eaa07c99ca47","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus"
"39c587c75b00cd31e5bd7d1851d85596","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"100efe983a5c39111a99d1e6d4d8d628","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA
"e282507e44924cee4ea28624c8bc70e4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"52bfa07a51c6e677f7ed2365444560c3","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"9fd5cca3377b668197202d0353894227","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"f9b6f840066ec667108f72578a71e730","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"de80906a5aba89801d0b20fb38e35350","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"6c7093ebf0106ce47c2df9abbbb55057","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"15a39661391a37851083d48e2c8c50f8","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"48b6f6e399904ecb9099369bb81b39a3","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"fd588a51a48b71639db28c8e18ab39da","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"b6287cba97be49eff5fb015707e8b9ad","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"b078723a4f278931f90b9d96540459ca","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"c65756164f51c4acbfc49a38dd0297b6","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"8ef3758d1941ed5e9ef1cc3ffc7cd54c","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"702515a93329505f3f392f480468a82a","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA
"9c1c9458409a3e123d5533ed1783f91c","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"6d54f126840cf314aad1257a070dafc7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA
"1f18852b7e5b9aee213e1bc9aaacb474","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA
"99662899bed946d0729e240473f79b47","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"3f4e020f11e13b76bc6f3bd1097aa3a9","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"368100c490ded71c12b8c05e2ea37fdc","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
