"ASVid"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"10819"	"ASV14750"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Neo-b11"
"10820"	"ASV14751"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Longispora"
"10821"	"ASV14752"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	NA
"10822"	"ASV14754"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	NA
"10823"	"ASV14756"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"Ardenticatenaceae"	NA
"10824"	"ASV14758"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"
"10825"	"ASV14759"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"
"10826"	"ASV14760"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	NA
"10827"	"ASV14761"	"Bacteria"	"Bacteroidota"	"Rhodothermia"	"Rhodothermales"	"Rhodothermaceae"	NA
"10828"	"ASV14762"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"
"10829"	"ASV14763"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Edaphobaculum"
"10830"	"ASV14765"	"Bacteria"	"Firmicutes"	"Desulfotomaculia"	"Desulfotomaculales"	"Desulfotomaculales Incertae Sedis"	"Desulfallas-Sporotomaculum"
"10831"	"ASV14766"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	NA
"10832"	"ASV14768"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"
"10833"	"ASV14770"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Cesiribacter"
"10834"	"ASV14773"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"
"10835"	"ASV14774"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"
"10836"	"ASV14775"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	NA
"10837"	"ASV14777"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadaceae"	"TM7a"
"10838"	"ASV14779"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Lachnospiraceae NK3A20 group"
"10839"	"ASV14782"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"
"10840"	"ASV14785"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	"Candidatus Solibacter"
"10841"	"ASV14789"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Edaphobaculum"
"10842"	"ASV14790"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Herpetosiphonaceae"	"Herpetosiphon"
"10843"	"ASV14792"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	"Cellvibrio"
"10844"	"ASV14794"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	NA
"10845"	"ASV14795"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	NA
"10846"	"ASV14797"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"
"10847"	"ASV14798"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"
"10848"	"ASV14799"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Chitinophaga"
"10849"	"ASV14804"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	NA
"10850"	"ASV14805"	"Bacteria"	"Spirochaetota"	"Leptospirae"	"Leptospirales"	"Leptospiraceae"	NA
"10851"	"ASV14806"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"
"10852"	"ASV14807"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Psychroglaciecola"
"10853"	"ASV14808"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Alkalibaculum"	NA
"10854"	"ASV14809"	"Bacteria"	"Myxococcota"	"Polyangia"	"Nannocystales"	"Nannocystaceae"	"Nannocystis"
"10855"	"ASV14810"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	NA
"10856"	"ASV14813"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"
"10857"	"ASV14815"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Cellulosilyticum"
"10858"	"ASV14816"	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"
"10859"	"ASV14817"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Amaricoccus"
"10860"	"ASV14818"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Pricia"
"10861"	"ASV14821"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA
"10862"	"ASV14822"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Gimesiaceae"	NA
"10863"	"ASV14825"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA
"10864"	"ASV14829"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"Vermiphilaceae"	NA
"10865"	"ASV14830"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Silvanigrellales"	"Silvanigrellaceae"	"Silvanigrella"
"10866"	"ASV14832"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Altererythrobacter"
"10867"	"ASV14833"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"Ilumatobacter"
"10868"	"ASV14835"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	NA
"10869"	"ASV14836"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Reyranellales"	"Reyranellaceae"	NA
"10870"	"ASV14840"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA
"10871"	"ASV14842"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	NA
"10872"	"ASV14843"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Flammeovirgaceae"	"Luteivirga"
"10873"	"ASV14847"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseomonas"
"10874"	"ASV14848"	"Bacteria"	"Armatimonadota"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	NA
"10875"	"ASV14849"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	NA
"10876"	"ASV14850"	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Hungateiclostridiaceae"	NA
"10877"	"ASV14851"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"
"10878"	"ASV14852"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"
"10879"	"ASV14853"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	NA
"10880"	"ASV14855"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Dongiales"	"Dongiaceae"	"Dongia"
"10881"	"ASV14856"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"NS9 marine group"	NA
"10882"	"ASV14858"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas"
"10883"	"ASV14860"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	NA
"10884"	"ASV14861"	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	NA
"10885"	"ASV14862"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	NA
"10886"	"ASV14870"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"KD3-10"
"10887"	"ASV14873"	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"
"10888"	"ASV14874"	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Hungateiclostridiaceae"	NA
"10889"	"ASV14875"	"Bacteria"	"Armatimonadota"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	NA
"10890"	"ASV14876"	"Bacteria"	"Firmicutes"	"Bacilli"	"Paenibacillales"	"Paenibacillaceae"	"Paenibacillus"
"10891"	"ASV14877"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta"
"10892"	"ASV14878"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"
"10893"	"ASV14881"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"
"10894"	"ASV14883"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	NA
"10895"	"ASV14884"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"BIrii41"	NA
"10896"	"ASV14885"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA
"10897"	"ASV14886"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	NA
"10898"	"ASV14887"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"
"10899"	"ASV14889"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA
"10900"	"ASV14890"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	NA
"10901"	"ASV14891"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	"Rickettsiella"
"10902"	"ASV14892"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptococcales"	"Peptococcaceae"	NA
"10903"	"ASV14893"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA
"10904"	"ASV14894"	"Bacteria"	"Firmicutes"	"Limnochordia"	"Limnochordales"	"Limnochordaceae"	NA
"10905"	"ASV14895"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"Subgroup 10"
"10906"	"ASV14897"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"
"10907"	"ASV14899"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"
"10908"	"ASV14900"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Sedimentibacteraceae"	"Sedimentibacter"
"10909"	"ASV14901"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	NA
"10910"	"ASV14902"	"Bacteria"	"Deinococcota"	"Deinococci"	"Deinococcales"	"Trueperaceae"	"Truepera"
"10911"	"ASV14903"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Acidobacteriales"	"Acidobacteriaceae (Subgroup 1)"	"Acidipila-Silvibacterium"
"10912"	"ASV14904"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"KF-JG30-B3"	NA
"10913"	"ASV14907"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cytophagaceae"	"Cytophaga"
"10914"	"ASV14908"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Silvanigrellales"	"Silvanigrellaceae"	"Silvanigrella"
"10915"	"ASV14909"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cytophagaceae"	"Sporocytophaga"
"10916"	"ASV14911"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"
"10917"	"ASV14912"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"
"10918"	"ASV14916"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA
"10919"	"ASV14917"	"Bacteria"	"Firmicutes"	"Limnochordia"	"Limnochordales"	"Limnochordaceae"	NA
"10920"	"ASV14919"	"Bacteria"	"Desulfobacterota"	"Syntrophobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"Desulfovirga"
"10921"	"ASV14920"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Demequinaceae"	"Demequina"
"10922"	"ASV14921"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	NA
"10923"	"ASV14922"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	NA
"10924"	"ASV14925"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	NA
"10925"	"ASV14926"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"
"10926"	"ASV14928"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"
"10927"	"ASV14930"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Edaphobaculum"
"10928"	"ASV14931"	"Bacteria"	"Gemmatimonadota"	"Longimicrobia"	"Longimicrobiales"	"Longimicrobiaceae"	NA
"10929"	"ASV14933"	"Bacteria"	"Bacteroidota"	"Rhodothermia"	"Rhodothermales"	"Rhodothermaceae"	NA
"10930"	"ASV14936"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"cvE6"	NA
"10931"	"ASV14938"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	NA
"10932"	"ASV14939"	"Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"
"10933"	"ASV14944"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Parasegetibacter"
"10934"	"ASV14945"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"
"10935"	"ASV14946"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"env.OPS 17"	NA
"10936"	"ASV14951"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Salinisphaerales"	"Solimonadaceae"	"Panacagrimonas"
"10937"	"ASV14953"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"NS11-12 marine group"	NA
"10938"	"ASV14954"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"
"10939"	"ASV14956"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"cvE6"	NA
"10940"	"ASV14962"	"Bacteria"	"Firmicutes"	"Clostridia"	"Gracilibacteraceae"	"Lutispora"	NA
"10941"	"ASV14963"	"Bacteria"	"Firmicutes"	"Bacilli"	"Alicyclobacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"
"10942"	"ASV14964"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Oxobacteraceae"	"Oxobacter"
"10943"	"ASV14966"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"env.OPS 17"	NA
"10944"	"ASV14967"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	NA
"10945"	"ASV14969"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales-Selenomonadales"	"Sporomusaceae"	NA
"10946"	"ASV14970"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"env.OPS 17"	NA
"10947"	"ASV14971"	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	NA
"10948"	"ASV14972"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA
"10949"	"ASV14973"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Tahibacter"
"10950"	"ASV14974"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"
"10951"	"ASV14975"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	NA
"10952"	"ASV14977"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	NA
"10953"	"ASV14978"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Saccharimonadaceae"	"TM7a"
"10954"	"ASV14979"	"Bacteria"	"Firmicutes"	"Desulfotomaculia"	"Desulfotomaculales"	"Desulfotomaculaceae"	"Desulfohalotomaculum"
"10955"	"ASV14980"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobaca"
"10956"	"ASV14982"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Paracaedibacterales"	"Paracaedibacteraceae"	NA
"10957"	"ASV14984"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Mycoplana"
"10958"	"ASV14985"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	"Aquicella"
"10959"	"ASV14986"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium sensu stricto 12"
"10960"	"ASV14987"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
"10961"	"ASV14988"	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"[Eubacterium] coprostanoligenes group"	NA
"10962"	"ASV14989"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Caloramatoraceae"	"Fonticella"
"10963"	"ASV14990"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	NA
"10964"	"ASV14991"	"Bacteria"	"Firmicutes"	"Thermoanaerobacteria"	"Thermoanaerobacterales"	"SRB2"	NA
"10965"	"ASV14993"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptococcales"	"Peptococcaceae"	NA
"10966"	"ASV14994"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"
"10967"	"ASV14996"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Edaphobaculum"
"10968"	"ASV14997"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Tistrellales"	"Geminicoccaceae"	"Candidatus Alysiosphaera"
"10969"	"ASV14998"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"UBA12409"	NA
"10970"	"ASV15000"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Candidatus Ovatusbacter"
"10971"	"ASV15002"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA
"10972"	"ASV15004"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cytophagaceae"	"Cytophaga"
"10973"	"ASV15005"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Vulgatibacteraceae"	"Vulgatibacter"
"10974"	"ASV15024"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"Subgroup 10"
"10975"	"ASV15025"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cytophagaceae"	"Cytophaga"
"10976"	"ASV15026"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101 soil group"	NA
"10977"	"ASV15028"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"
"10978"	"ASV15029"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"37-13"	NA
"10979"	"ASV15030"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"Vermiphilaceae"	NA
"10980"	"ASV15031"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micromonosporales"	"Micromonosporaceae"	"Stackebrandtia"
"10981"	"ASV15032"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"Haliangium"
"10982"	"ASV15033"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Sedimentibacteraceae"	"Sedimentibacter"
"10983"	"ASV15035"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria Incertae Sedis"	"Unknown Family"	"Candidatus Ovatusbacter"
"10984"	"ASV15036"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhodomicrobiaceae"	"Rhodomicrobium"
"10985"	"ASV15037"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"
"10986"	"ASV15039"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cytophagaceae"	"Cytophaga"
"10987"	"ASV15040"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Parachlamydiaceae"	NA
"10988"	"ASV15041"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Tistrellales"	"Geminicoccaceae"	"Candidatus Alysiosphaera"
"10989"	"ASV15043"	"Bacteria"	"Caldatribacteriota"	"Caldatribacteriia"	"Caldatribacteriales"	"Caldatribacteriaceae"	"Candidatus Caldatribacterium"
"10990"	"ASV15045"	"Bacteria"	"Myxococcota"	"Polyangia"	"Haliangiales"	"Haliangiaceae"	"Haliangium"
"10991"	"ASV15046"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"
"10992"	"ASV15048"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"BIrii41"	NA
"10993"	"ASV15051"	"Bacteria"	"Armatimonadota"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	NA
"10994"	"ASV15053"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Beggiatoales"	"Beggiatoaceae"	NA
"10995"	"ASV15054"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Herpetosiphonaceae"	"Herpetosiphon"
"10996"	"ASV15055"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	"SM1A02"
"10997"	"ASV15057"	"Bacteria"	"Gemmatimonadota"	"Gemmatimonadetes"	"Gemmatimonadales"	"Gemmatimonadaceae"	"Gemmatimonas"
"10998"	"ASV15058"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"
"10999"	"ASV15063"	"Bacteria"	"Firmicutes"	"Desulfotomaculia"	"Desulfotomaculales"	"Desulfurisporaceae"	"Desulfurispora"
"11000"	"ASV15065"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Taibaiella"
"11001"	"ASV15066"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Magnetospiraceae"	NA
"11002"	"ASV15068"	"Bacteria"	"Firmicutes"	"Bacilli"	"Thermoactinomycetales"	"Thermoactinomycetaceae"	"Seinonella"
"11003"	"ASV15069"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"
"11004"	"ASV15070"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA
"11005"	"ASV15072"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"
"11006"	"ASV15074"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"
"11007"	"ASV15078"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"37-13"	NA
"11008"	"ASV15079"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	NA
"11009"	"ASV15080"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Sphingobacterium"
"11010"	"ASV15084"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA
"11011"	"ASV15085"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"Ardenticatenaceae"	NA
"11012"	"ASV15086"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Parasporobacterium"
